Tanggal,Tahun,Bulan,Kabupaten_Kota,Latitude_dd,Longitude_dd,Produksi_Padi_Ton_clean,Suhu_Rata_C_clean,Curah_Hujan_mm_clean,Kelembapan_Persen_clean
2020-07-01,2020,Juli,Kabupaten Ponorogo,-7.8712,111.461,62418.12,23.8,2.02,16.19
2020-08-01,2020,Agustus,Kabupaten Ponorogo,-7.8712,111.461,52926.2,24.18,1.45,15.93
2020-09-01,2020,September,Kabupaten Ponorogo,-7.8712,111.461,11642.69,25.45,2.03,15.8
2020-10-01,2020,Oktober,Kabupaten Ponorogo,-7.8712,111.461,735.12,25.84,4.61,16.84
2020-11-01,2020,November,Kabupaten Ponorogo,-7.8712,111.461,5781.16,25.91,5.98,18.17
2020-12-01,2020,Desember,Kabupaten Ponorogo,-7.8712,111.461,37026.53,24.99,15.13,17.65
2021-01-01,2021,Januari,Kabupaten Ponorogo,-7.8712,111.461,20937.46,24.97,13.8,18.09
2021-02-01,2021,Februari,Kabupaten Ponorogo,-7.8712,111.461,1471.52,24.91,21.69,18.13
2021-03-01,2021,Maret,Kabupaten Ponorogo,-7.8712,111.461,55816.49,25.18,8.01,17.8
2021-04-01,2021,April,Kabupaten Ponorogo,-7.8712,111.461,105539.58,25.41,4.54,17.71
2021-05-01,2021,Mei,Kabupaten Ponorogo,-7.8712,111.461,14618.92,25.43,2.76,18.05
2021-06-01,2021,Juni,Kabupaten Ponorogo,-7.8712,111.461,10796.11,25.17,5.68,17.83
2021-07-01,2021,Juli,Kabupaten Ponorogo,-7.8712,111.461,85188.34,24.28,0.48,16.44
2021-08-01,2021,Agustus,Kabupaten Ponorogo,-7.8712,111.461,47732.97,24.57,1.62,16.18
2021-09-01,2021,September,Kabupaten Ponorogo,-7.8712,111.461,6338.63,25.09,4.14,16.25
2021-10-01,2021,Oktober,Kabupaten Ponorogo,-7.8712,111.461,398.36,25.89,2.94,16.56
2021-11-01,2021,November,Kabupaten Ponorogo,-7.8712,111.461,7216.93,25.54,12.01,18.02
2021-12-01,2021,Desember,Kabupaten Ponorogo,-7.8712,111.461,48609.73,25.45,11.38,18.18
2022-01-01,2022,Januari,Kabupaten Ponorogo,-7.8712,111.461,7662.82,25.1,8.51,17.74
2022-02-01,2022,Februari,Kabupaten Ponorogo,-7.8712,111.461,679.02,25.17,10.8,18.02
2022-03-01,2022,Maret,Kabupaten Ponorogo,-7.8712,111.461,74834.92,25.42,9.68,18.16
2022-04-01,2022,April,Kabupaten Ponorogo,-7.8712,111.461,73880.59,25.77,5.94,18.17
2022-05-01,2022,Mei,Kabupaten Ponorogo,-7.8712,111.461,13114.83,25.87,7.35,18.73
2022-06-01,2022,Juni,Kabupaten Ponorogo,-7.8712,111.461,14317.9,25.0,6.4,17.7
2022-07-01,2022,Juli,Kabupaten Ponorogo,-7.8712,111.461,74823.45,24.01,3.47,16.68
2022-08-01,2022,Agustus,Kabupaten Ponorogo,-7.8712,111.461,36298.96,24.27,1.4,16.49
2022-09-01,2022,September,Kabupaten Ponorogo,-7.8712,111.461,9197.29,25.01,3.29,16.72
2022-10-01,2022,Oktober,Kabupaten Ponorogo,-7.8712,111.461,412.1,24.79,7.98,17.31
2022-11-01,2022,November,Kabupaten Ponorogo,-7.8712,111.461,10319.55,25.15,8.5,18.05
2022-12-01,2022,Desember,Kabupaten Ponorogo,-7.8712,111.461,43872.34,25.25,10.26,17.94
2023-01-01,2023,Januari,Kabupaten Ponorogo,-7.8712,111.461,15005.61,24.81,9.01,17.68
2023-02-01,2023,Februari,Kabupaten Ponorogo,-7.8712,111.461,706.23,24.72,15.35,17.83
2023-03-01,2023,Maret,Kabupaten Ponorogo,-7.8712,111.461,84201.65,25.41,6.17,17.94
2023-04-01,2023,April,Kabupaten Ponorogo,-7.8712,111.461,61226.25,25.63,7.84,18.22
2023-05-01,2023,Mei,Kabupaten Ponorogo,-7.8712,111.461,21378.84,25.02,2.81,17.59
2023-06-01,2023,Juni,Kabupaten Ponorogo,-7.8712,111.461,28498.0,24.68,1.96,17.24
2023-07-01,2023,Juli,Kabupaten Ponorogo,-7.8712,111.461,62003.73,23.56,2.42,16.0
2023-08-01,2023,Agustus,Kabupaten Ponorogo,-7.8712,111.461,45004.26,23.91,0.32,14.93
2023-09-01,2023,September,Kabupaten Ponorogo,-7.8712,111.461,14839.43,24.71,0.15,14.28
2023-10-01,2023,Oktober,Kabupaten Ponorogo,-7.8712,111.461,1633.69,27.2,0.39,15.0
2023-11-01,2023,November,Kabupaten Ponorogo,-7.8712,111.461,10194.9,27.29,7.05,17.06
2023-12-01,2023,Desember,Kabupaten Ponorogo,-7.8712,111.461,48301.49,25.9,18.03,18.03
2024-01-01,2024,Januari,Kabupaten Ponorogo,-7.8712,111.461,17192.11,26.17,9.52,18.8
2024-02-01,2024,Februari,Kabupaten Ponorogo,-7.8712,111.461,923.34,26.29,10.65,18.83
2024-03-01,2024,Maret,Kabupaten Ponorogo,-7.8712,111.461,41582.99,26.11,9.28,19.02
2024-04-01,2024,April,Kabupaten Ponorogo,-7.8712,111.461,97544.06,26.37,9.04,19.65
2024-05-01,2024,Mei,Kabupaten Ponorogo,-7.8712,111.461,26975.57,25.4,0.83,18.31
2024-06-01,2024,Juni,Kabupaten Ponorogo,-7.8712,111.461,14438.98,25.18,4.42,17.79
2024-07-01,2024,Juli,Kabupaten Ponorogo,-7.8712,111.461,47397.46,24.13,0.96,16.08
2024-08-01,2024,Agustus,Kabupaten Ponorogo,-7.8712,111.461,55669.54,24.3,0.49,15.12
2024-09-01,2024,September,Kabupaten Ponorogo,-7.8712,111.461,25458.43,25.52,5.54,16.45
2024-10-01,2024,Oktober,Kabupaten Ponorogo,-7.8712,111.461,3247.33,26.74,2.5,16.84
2024-11-01,2024,November,Kabupaten Ponorogo,-7.8712,111.461,7482.04,26.67,9.41,18.87
2024-12-01,2024,Desember,Kabupaten Ponorogo,-7.8712,111.461,41333.06,25.71,10.96,18.65
2018-01-01,2018,Januari,Kabupaten Probolinggo,-7.7768,113.3648,5840.67,24.74,11.37,87.71
2018-02-01,2018,Februari,Kabupaten Probolinggo,-7.7768,113.3648,6214.52,24.73,10.46,86.8
2018-03-01,2018,Maret,Kabupaten Probolinggo,-7.7768,113.3648,37846.22,25.22,8.66,85.18
2018-04-01,2018,April,Kabupaten Probolinggo,-7.7768,113.3648,43059.06,25.62,3.09,84.95
2018-05-01,2018,Mei,Kabupaten Probolinggo,-7.7768,113.3648,17060.06,24.93,0.24,82.72
2018-06-01,2018,Juni,Kabupaten Probolinggo,-7.7768,113.3648,17050.02,24.75,1.61,79.46
2018-07-01,2018,Juli,Kabupaten Probolinggo,-7.7768,113.3648,15158.6,23.91,0.58,76.03
2018-08-01,2018,Agustus,Kabupaten Probolinggo,-7.7768,113.3648,11666.79,24.14,1.07,72.92
2018-09-01,2018,September,Kabupaten Probolinggo,-7.7768,113.3648,5562.79,25.84,0.13,67.22
2018-10-01,2018,Oktober,Kabupaten Probolinggo,-7.7768,113.3648,4070.21,27.17,0.13,64.91
2018-11-01,2018,November,Kabupaten Probolinggo,-7.7768,113.3648,6717.08,26.73,6.13,75.88
2018-12-01,2018,Desember,Kabupaten Probolinggo,-7.7768,113.3648,6329.6,25.45,6.45,84.44
2019-01-01,2019,Januari,Kabupaten Probolinggo,-7.7768,113.3648,5766.51,25.45,11.58,86.0
2019-02-01,2019,Februari,Kabupaten Probolinggo,-7.7768,113.3648,13003.79,25.51,10.77,86.15
2019-03-01,2019,Maret,Kabupaten Probolinggo,-7.7768,113.3648,27662.79,25.24,7.61,86.95
2019-04-01,2019,April,Kabupaten Probolinggo,-7.7768,113.3648,53481.5,25.56,8.69,87.01
2019-05-01,2019,Mei,Kabupaten Probolinggo,-7.7768,113.3648,25464.75,24.65,0.72,85.88
2019-06-01,2019,Juni,Kabupaten Probolinggo,-7.7768,113.3648,15048.7,23.97,0.13,80.59
2019-07-01,2019,Juli,Kabupaten Probolinggo,-7.7768,113.3648,15738.2,24.06,0.05,74.88
2019-08-01,2019,Agustus,Kabupaten Probolinggo,-7.7768,113.3648,10678.17,24.5,0.28,70.25
2019-09-01,2019,September,Kabupaten Probolinggo,-7.7768,113.3648,7648.69,25.38,0.57,68.14
2019-10-01,2019,Oktober,Kabupaten Probolinggo,-7.7768,113.3648,6361.25,27.22,0.15,64.21
2019-11-01,2019,November,Kabupaten Probolinggo,-7.7768,113.3648,6032.75,28.26,0.58,63.56
2019-12-01,2019,Desember,Kabupaten Probolinggo,-7.7768,113.3648,6887.4,27.83,3.76,72.41
2020-01-01,2020,Januari,Kabupaten Probolinggo,-7.7768,113.3648,5347.87,26.49,8.04,80.62
2020-02-01,2020,Februari,Kabupaten Probolinggo,-7.7768,113.3648,6829.49,25.72,12.77,86.01
2020-03-01,2020,Maret,Kabupaten Probolinggo,-7.7768,113.3648,14058.96,25.83,8.97,86.34
2020-04-01,2020,April,Kabupaten Probolinggo,-7.7768,113.3648,62418.31,25.79,8.0,85.47
2020-05-01,2020,Mei,Kabupaten Probolinggo,-7.7768,113.3648,40301.9,25.57,7.38,87.12
2020-06-01,2020,Juni,Kabupaten Probolinggo,-7.7768,113.3648,14433.52,24.3,1.56,86.55
2020-07-01,2020,Juli,Kabupaten Probolinggo,-7.7768,113.3648,10376.46,23.75,1.2,83.37
2020-08-01,2020,Agustus,Kabupaten Probolinggo,-7.7768,113.3648,13267.73,24.83,0.89,76.7
2020-09-01,2020,September,Kabupaten Probolinggo,-7.7768,113.3648,10576.46,26.23,1.01,71.78
2020-10-01,2020,Oktober,Kabupaten Probolinggo,-7.7768,113.3648,5183.04,26.56,4.77,74.51
2020-11-01,2020,November,Kabupaten Probolinggo,-7.7768,113.3648,6895.68,26.36,8.49,80.39
2020-12-01,2020,Desember,Kabupaten Probolinggo,-7.7768,113.3648,2910.64,24.92,13.0,86.21
2021-01-01,2021,Januari,Kabupaten Probolinggo,-7.7768,113.3648,8283.92,24.88,12.9,87.52
2021-02-01,2021,Februari,Kabupaten Probolinggo,-7.7768,113.3648,6768.22,24.77,15.58,88.81
2021-03-01,2021,Maret,Kabupaten Probolinggo,-7.7768,113.3648,35428.08,25.1,8.4,86.06
2021-04-01,2021,April,Kabupaten Probolinggo,-7.7768,113.3648,58849.01,25.11,4.34,84.58
2021-05-01,2021,Mei,Kabupaten Probolinggo,-7.7768,113.3648,21612.15,25.28,2.12,84.53
2021-06-01,2021,Juni,Kabupaten Probolinggo,-7.7768,113.3648,13397.62,25.2,5.61,84.12
2021-07-01,2021,Juli,Kabupaten Probolinggo,-7.7768,113.3648,9235.7,24.04,0.79,82.38
2021-08-01,2021,Agustus,Kabupaten Probolinggo,-7.7768,113.3648,12791.82,25.28,0.72,76.45
2021-09-01,2021,September,Kabupaten Probolinggo,-7.7768,113.3648,7362.64,25.66,3.28,75.55
2021-10-01,2021,Oktober,Kabupaten Probolinggo,-7.7768,113.3648,3487.65,26.41,1.61,73.75
2021-11-01,2021,November,Kabupaten Probolinggo,-7.7768,113.3648,5926.23,25.92,8.81,81.86
2021-12-01,2021,Desember,Kabupaten Probolinggo,-7.7768,113.3648,7037.1,25.56,13.55,85.57
2022-01-01,2022,Januari,Kabupaten Probolinggo,-7.7768,113.3648,7271.86,24.97,9.58,86.36
2022-02-01,2022,Februari,Kabupaten Probolinggo,-7.7768,113.3648,6921.8,25.02,11.0,86.67
2022-03-01,2022,Maret,Kabupaten Probolinggo,-7.7768,113.3648,35499.13,25.32,10.35,87.27
2022-04-01,2022,April,Kabupaten Probolinggo,-7.7768,113.3648,50329.0,25.46,4.61,85.44
2022-05-01,2022,Mei,Kabupaten Probolinggo,-7.7768,113.3648,25241.97,25.6,6.56,87.12
2022-06-01,2022,Juni,Kabupaten Probolinggo,-7.7768,113.3648,13152.43,24.67,4.43,86.53
2022-07-01,2022,Juli,Kabupaten Probolinggo,-7.7768,113.3648,9369.18,23.7,1.71,85.73
2022-08-01,2022,Agustus,Kabupaten Probolinggo,-7.7768,113.3648,11313.32,24.66,0.91,80.24
2022-09-01,2022,September,Kabupaten Probolinggo,-7.7768,113.3648,10317.5,25.96,2.31,74.89
2022-10-01,2022,Oktober,Kabupaten Probolinggo,-7.7768,113.3648,6778.35,25.07,9.42,85.02
2022-11-01,2022,November,Kabupaten Probolinggo,-7.7768,113.3648,5087.18,25.25,10.89,86.42
2022-12-01,2022,Desember,Kabupaten Probolinggo,-7.7768,113.3648,4130.79,25.09,6.33,86.57
2023-01-01,2023,Januari,Kabupaten Probolinggo,-7.7768,113.3648,10721.82,24.92,8.21,85.6
2023-02-01,2023,Februari,Kabupaten Probolinggo,-7.7768,113.3648,11197.94,24.71,14.58,88.05
2023-03-01,2023,Maret,Kabupaten Probolinggo,-7.7768,113.3648,42000.38,25.28,6.31,85.75
2023-04-01,2023,April,Kabupaten Probolinggo,-7.7768,113.3648,47434.28,25.3,6.63,86.38
2023-05-01,2023,Mei,Kabupaten Probolinggo,-7.7768,113.3648,23831.89,24.68,1.44,85.76
2023-06-01,2023,Juni,Kabupaten Probolinggo,-7.7768,113.3648,18712.02,24.95,0.77,82.11
2023-07-01,2023,Juli,Kabupaten Probolinggo,-7.7768,113.3648,10262.45,23.81,3.35,83.06
2023-08-01,2023,Agustus,Kabupaten Probolinggo,-7.7768,113.3648,12228.27,24.68,0.16,74.65
2023-09-01,2023,September,Kabupaten Probolinggo,-7.7768,113.3648,7278.12,25.55,0.11,68.98
2023-10-01,2023,Oktober,Kabupaten Probolinggo,-7.7768,113.3648,5807.39,28.2,0.01,62.37
2023-11-01,2023,November,Kabupaten Probolinggo,-7.7768,113.3648,5321.6,28.1,2.99,69.55
2023-12-01,2023,Desember,Kabupaten Probolinggo,-7.7768,113.3648,6248.18,26.08,13.06,83.68
2024-01-01,2024,Januari,Kabupaten Probolinggo,-7.7768,113.3648,5948.66,26.34,7.43,83.82
2024-02-01,2024,Februari,Kabupaten Probolinggo,-7.7768,113.3648,7107.95,26.15,10.74,86.06
2024-03-01,2024,Maret,Kabupaten Probolinggo,-7.7768,113.3648,14055.13,25.98,6.33,87.16
2024-04-01,2024,April,Kabupaten Probolinggo,-7.7768,113.3648,52923.64,26.22,6.9,88.06
2024-05-01,2024,Mei,Kabupaten Probolinggo,-7.7768,113.3648,39245.75,25.47,0.51,85.58
2024-06-01,2024,Juni,Kabupaten Probolinggo,-7.7768,113.3648,13258.57,25.45,2.13,81.93
2024-07-01,2024,Juli,Kabupaten Probolinggo,-7.7768,113.3648,8761.23,24.69,0.96,77.49
2024-08-01,2024,Agustus,Kabupaten Probolinggo,-7.7768,113.3648,8434.19,25.25,0.09,72.13
2024-09-01,2024,September,Kabupaten Probolinggo,-7.7768,113.3648,14882.92,26.94,0.95,69.32
2024-10-01,2024,Oktober,Kabupaten Probolinggo,-7.7768,113.3648,3858.76,27.82,1.72,68.6
2024-11-01,2024,November,Kabupaten Probolinggo,-7.7768,113.3648,4351.81,27.54,5.58,76.73
2024-12-01,2024,Desember,Kabupaten Probolinggo,-7.7768,113.3648,4778.77,25.87,11.97,85.58
2018-01-01,2018,Januari,Kabupaten Sampang,-7.1916,113.2512,1677.43,27.17,9.07,85.41
2018-02-01,2018,Februari,Kabupaten Sampang,-7.1916,113.2512,47869.41,26.91,10.21,86.15
2018-03-01,2018,Maret,Kabupaten Sampang,-7.1916,113.2512,69272.52,27.59,9.15,82.58
2018-04-01,2018,April,Kabupaten Sampang,-7.1916,113.2512,9095.91,28.45,3.39,79.93
2018-05-01,2018,Mei,Kabupaten Sampang,-7.1916,113.2512,15709.58,28.4,0.49,76.6
2018-06-01,2018,Juni,Kabupaten Sampang,-7.1916,113.2512,29482.47,28.27,1.52,73.53
2018-07-01,2018,Juli,Kabupaten Sampang,-7.1916,113.2512,6267.93,28.05,0.05,67.7
2018-08-01,2018,Agustus,Kabupaten Sampang,-7.1916,113.2512,4965.09,28.09,0.51,65.47
2018-09-01,2018,September,Kabupaten Sampang,-7.1916,113.2512,2795.9,28.88,0.1,63.99
2018-10-01,2018,Oktober,Kabupaten Sampang,-7.1916,113.2512,490.6,29.99,0.17,62.46
2018-11-01,2018,November,Kabupaten Sampang,-7.1916,113.2512,1413.24,29.29,5.42,72.54
2018-12-01,2018,Desember,Kabupaten Sampang,-7.1916,113.2512,0.0,28.01,8.23,81.0
2019-01-01,2019,Januari,Kabupaten Sampang,-7.1916,113.2512,0.0,27.58,14.23,85.16
2019-02-01,2019,Februari,Kabupaten Sampang,-7.1916,113.2512,3387.44,27.66,12.24,82.78
2019-03-01,2019,Maret,Kabupaten Sampang,-7.1916,113.2512,88112.71,27.78,7.59,82.24
2019-04-01,2019,April,Kabupaten Sampang,-7.1916,113.2512,25704.0,28.38,7.7,80.58
2019-05-01,2019,Mei,Kabupaten Sampang,-7.1916,113.2512,2101.73,28.38,0.68,77.73
2019-06-01,2019,Juni,Kabupaten Sampang,-7.1916,113.2512,24087.15,28.15,0.07,72.16
2019-07-01,2019,Juli,Kabupaten Sampang,-7.1916,113.2512,11641.73,27.89,0.04,67.84
2019-08-01,2019,Agustus,Kabupaten Sampang,-7.1916,113.2512,0.0,27.91,0.25,65.99
2019-09-01,2019,September,Kabupaten Sampang,-7.1916,113.2512,1184.76,28.37,0.21,65.63
2019-10-01,2019,Oktober,Kabupaten Sampang,-7.1916,113.2512,0.0,29.8,0.07,63.24
2019-11-01,2019,November,Kabupaten Sampang,-7.1916,113.2512,0.0,30.59,0.71,63.12
2019-12-01,2019,Desember,Kabupaten Sampang,-7.1916,113.2512,0.0,29.11,5.13,76.37
2020-01-01,2020,Januari,Kabupaten Sampang,-7.1916,113.2512,80.35,28.17,10.17,82.7
2020-02-01,2020,Februari,Kabupaten Sampang,-7.1916,113.2512,2596.82,27.59,14.0,85.66
2020-03-01,2020,Maret,Kabupaten Sampang,-7.1916,113.2512,64948.52,28.08,9.19,82.38
2020-04-01,2020,April,Kabupaten Sampang,-7.1916,113.2512,50066.99,28.46,10.85,80.69
2020-05-01,2020,Mei,Kabupaten Sampang,-7.1916,113.2512,15892.86,28.56,6.04,81.33
2020-06-01,2020,Juni,Kabupaten Sampang,-7.1916,113.2512,12672.04,27.84,1.06,79.02
2020-07-01,2020,Juli,Kabupaten Sampang,-7.1916,113.2512,24700.4,27.71,0.8,74.89
2020-08-01,2020,Agustus,Kabupaten Sampang,-7.1916,113.2512,14064.04,28.39,0.59,70.79
2020-09-01,2020,September,Kabupaten Sampang,-7.1916,113.2512,2292.72,29.75,0.1,64.98
2020-10-01,2020,Oktober,Kabupaten Sampang,-7.1916,113.2512,3768.22,29.47,3.31,69.54
2020-11-01,2020,November,Kabupaten Sampang,-7.1916,113.2512,732.86,28.83,4.29,76.64
2020-12-01,2020,Desember,Kabupaten Sampang,-7.1916,113.2512,0.0,27.59,15.87,83.04
2021-01-01,2021,Januari,Kabupaten Sampang,-7.1916,113.2512,160.7,26.99,13.63,86.87
2021-02-01,2021,Februari,Kabupaten Sampang,-7.1916,113.2512,29316.86,26.94,14.59,87.77
2021-03-01,2021,Maret,Kabupaten Sampang,-7.1916,113.2512,111563.89,27.25,9.23,83.61
2021-04-01,2021,April,Kabupaten Sampang,-7.1916,113.2512,8312.15,28.11,3.39,78.55
2021-05-01,2021,Mei,Kabupaten Sampang,-7.1916,113.2512,4476.69,28.49,2.5,78.39
2021-06-01,2021,Juni,Kabupaten Sampang,-7.1916,113.2512,31491.53,28.21,3.71,78.45
2021-07-01,2021,Juli,Kabupaten Sampang,-7.1916,113.2512,7764.89,27.95,0.23,72.82
2021-08-01,2021,Agustus,Kabupaten Sampang,-7.1916,113.2512,1174.38,28.92,0.11,68.95
2021-09-01,2021,September,Kabupaten Sampang,-7.1916,113.2512,780.73,28.89,2.27,70.25
2021-10-01,2021,Oktober,Kabupaten Sampang,-7.1916,113.2512,336.47,29.44,1.35,69.17
2021-11-01,2021,November,Kabupaten Sampang,-7.1916,113.2512,222.4,28.27,9.19,78.41
2021-12-01,2021,Desember,Kabupaten Sampang,-7.1916,113.2512,0.0,27.81,13.11,82.55
2022-01-01,2022,Januari,Kabupaten Sampang,-7.1916,113.2512,0.0,27.3,10.16,85.19
2022-02-01,2022,Februari,Kabupaten Sampang,-7.1916,113.2512,26771.2,27.17,11.42,85.28
2022-03-01,2022,Maret,Kabupaten Sampang,-7.1916,113.2512,97788.76,27.75,9.52,83.82
2022-04-01,2022,April,Kabupaten Sampang,-7.1916,113.2512,1875.45,28.42,4.66,77.82
2022-05-01,2022,Mei,Kabupaten Sampang,-7.1916,113.2512,802.32,28.42,7.46,81.35
2022-06-01,2022,Juni,Kabupaten Sampang,-7.1916,113.2512,40656.71,27.78,4.53,80.77
2022-07-01,2022,Juli,Kabupaten Sampang,-7.1916,113.2512,3921.12,27.34,2.0,79.35
2022-08-01,2022,Agustus,Kabupaten Sampang,-7.1916,113.2512,0.0,28.04,0.55,74.4
2022-09-01,2022,September,Kabupaten Sampang,-7.1916,113.2512,0.0,29.22,1.61,69.15
2022-10-01,2022,Oktober,Kabupaten Sampang,-7.1916,113.2512,678.82,28.14,7.75,78.04
2022-11-01,2022,November,Kabupaten Sampang,-7.1916,113.2512,0.0,27.82,9.95,80.77
2022-12-01,2022,Desember,Kabupaten Sampang,-7.1916,113.2512,0.0,27.84,6.87,81.34
2023-01-01,2023,Januari,Kabupaten Sampang,-7.1916,113.2512,200.75,27.26,8.2,83.83
2023-02-01,2023,Februari,Kabupaten Sampang,-7.1916,113.2512,73829.95,26.82,14.46,87.66
2023-03-01,2023,Maret,Kabupaten Sampang,-7.1916,113.2512,45340.64,27.62,6.77,82.09
2023-04-01,2023,April,Kabupaten Sampang,-7.1916,113.2512,724.64,27.96,7.44,82.23
2023-05-01,2023,Mei,Kabupaten Sampang,-7.1916,113.2512,4718.94,28.18,1.9,78.83
2023-06-01,2023,Juni,Kabupaten Sampang,-7.1916,113.2512,41181.52,28.44,0.45,75.33
2023-07-01,2023,Juli,Kabupaten Sampang,-7.1916,113.2512,935.79,27.98,1.93,73.33
2023-08-01,2023,Agustus,Kabupaten Sampang,-7.1916,113.2512,0.0,28.49,0.05,67.6
2023-09-01,2023,September,Kabupaten Sampang,-7.1916,113.2512,207.31,29.08,0.05,63.75
2023-10-01,2023,Oktober,Kabupaten Sampang,-7.1916,113.2512,51.81,30.36,0.01,64.19
2023-11-01,2023,November,Kabupaten Sampang,-7.1916,113.2512,0.0,30.38,3.68,69.58
2023-12-01,2023,Desember,Kabupaten Sampang,-7.1916,113.2512,0.0,29.0,17.34,78.81
2024-01-01,2024,Januari,Kabupaten Sampang,-7.1916,113.2512,0.0,28.32,7.97,83.38
2024-02-01,2024,Februari,Kabupaten Sampang,-7.1916,113.2512,0.0,28.17,12.4,84.65
2024-03-01,2024,Maret,Kabupaten Sampang,-7.1916,113.2512,49859.56,28.35,5.09,84.88
2024-04-01,2024,April,Kabupaten Sampang,-7.1916,113.2512,57195.21,28.95,7.52,82.43
2024-05-01,2024,Mei,Kabupaten Sampang,-7.1916,113.2512,6095.92,29.11,0.66,78.57
2024-06-01,2024,Juni,Kabupaten Sampang,-7.1916,113.2512,7759.73,28.84,1.4,75.92
2024-07-01,2024,Juli,Kabupaten Sampang,-7.1916,113.2512,21405.52,28.42,0.69,70.98
2024-08-01,2024,Agustus,Kabupaten Sampang,-7.1916,113.2512,3294.27,29.07,0.07,65.12
2024-09-01,2024,September,Kabupaten Sampang,-7.1916,113.2512,0.0,29.9,0.48,65.61
2024-10-01,2024,Oktober,Kabupaten Sampang,-7.1916,113.2512,0.0,30.83,0.77,64.12
2024-11-01,2024,November,Kabupaten Sampang,-7.1916,113.2512,318.16,29.68,5.74,74.27
2024-12-01,2024,Desember,Kabupaten Sampang,-7.1916,113.2512,3.38,27.96,12.56,84.93
2018-01-01,2018,Januari,Kabupaten Sidoarjo,-7.4428,112.6774,18447.54,25.14,8.71,89.17
2018-02-01,2018,Februari,Kabupaten Sidoarjo,-7.4428,112.6774,11123.43,25.17,15.23,88.54
2018-03-01,2018,Maret,Kabupaten Sidoarjo,-7.4428,112.6774,27302.82,25.85,9.93,86.09
2018-04-01,2018,April,Kabupaten Sidoarjo,-7.4428,112.6774,40938.1,26.3,4.42,85.4
2018-05-01,2018,Mei,Kabupaten Sidoarjo,-7.4428,112.6774,26893.71,25.96,0.26,81.28
2018-06-01,2018,Juni,Kabupaten Sidoarjo,-7.4428,112.6774,11922.08,26.0,2.4,76.53
2018-07-01,2018,Juli,Kabupaten Sidoarjo,-7.4428,112.6774,14200.55,26.32,0.03,65.59
2018-08-01,2018,Agustus,Kabupaten Sidoarjo,-7.4428,112.6774,28265.53,27.27,0.63,59.05
2018-09-01,2018,September,Kabupaten Sidoarjo,-7.4428,112.6774,28298.69,28.58,0.04,55.12
2018-10-01,2018,Oktober,Kabupaten Sidoarjo,-7.4428,112.6774,20272.09,29.99,0.41,53.42
2018-11-01,2018,November,Kabupaten Sidoarjo,-7.4428,112.6774,10366.97,28.41,5.81,70.04
2018-12-01,2018,Desember,Kabupaten Sidoarjo,-7.4428,112.6774,10169.41,26.14,9.32,84.69
2019-01-01,2019,Januari,Kabupaten Sidoarjo,-7.4428,112.6774,2360.79,25.78,14.61,88.44
2019-02-01,2019,Februari,Kabupaten Sidoarjo,-7.4428,112.6774,4773.75,25.91,13.55,87.32
2019-03-01,2019,Maret,Kabupaten Sidoarjo,-7.4428,112.6774,12348.41,25.74,7.81,87.39
2019-04-01,2019,April,Kabupaten Sidoarjo,-7.4428,112.6774,41430.97,26.46,9.57,86.65
2019-05-01,2019,Mei,Kabupaten Sidoarjo,-7.4428,112.6774,46172.04,25.88,1.1,83.43
2019-06-01,2019,Juni,Kabupaten Sidoarjo,-7.4428,112.6774,12584.79,25.66,0.05,74.57
2019-07-01,2019,Juli,Kabupaten Sidoarjo,-7.4428,112.6774,3115.57,26.38,0.03,64.12
2019-08-01,2019,Agustus,Kabupaten Sidoarjo,-7.4428,112.6774,13666.72,27.15,0.4,58.7
2019-09-01,2019,September,Kabupaten Sidoarjo,-7.4428,112.6774,27603.99,28.03,0.57,56.52
2019-10-01,2019,Oktober,Kabupaten Sidoarjo,-7.4428,112.6774,44683.23,29.82,0.16,52.88
2019-11-01,2019,November,Kabupaten Sidoarjo,-7.4428,112.6774,16875.16,30.67,0.79,53.95
2019-12-01,2019,Desember,Kabupaten Sidoarjo,-7.4428,112.6774,9172.69,28.39,5.58,72.74
2020-01-01,2020,Januari,Kabupaten Sidoarjo,-7.4428,112.6774,4191.42,26.61,10.31,84.27
2020-02-01,2020,Februari,Kabupaten Sidoarjo,-7.4428,112.6774,2576.33,25.95,15.09,88.16
2020-03-01,2020,Maret,Kabupaten Sidoarjo,-7.4428,112.6774,2428.03,26.25,10.09,87.68
2020-04-01,2020,April,Kabupaten Sidoarjo,-7.4428,112.6774,21623.67,26.52,11.36,86.02
2020-05-01,2020,Mei,Kabupaten Sidoarjo,-7.4428,112.6774,50002.15,26.46,7.62,86.54
2020-06-01,2020,Juni,Kabupaten Sidoarjo,-7.4428,112.6774,23811.01,25.45,1.23,84.84
2020-07-01,2020,Juli,Kabupaten Sidoarjo,-7.4428,112.6774,8512.14,25.33,0.7,78.41
2020-08-01,2020,Agustus,Kabupaten Sidoarjo,-7.4428,112.6774,6334.62,27.18,0.82,67.47
2020-09-01,2020,September,Kabupaten Sidoarjo,-7.4428,112.6774,20612.36,29.2,0.32,58.27
2020-10-01,2020,Oktober,Kabupaten Sidoarjo,-7.4428,112.6774,50762.57,28.69,3.35,65.35
2020-11-01,2020,November,Kabupaten Sidoarjo,-7.4428,112.6774,14343.72,27.55,4.71,76.46
2020-12-01,2020,Desember,Kabupaten Sidoarjo,-7.4428,112.6774,3911.91,25.55,17.58,86.94
